PlayerID,Name,Age,Nationality,Club,Position,MatchesPlayed,Goals,Assists,YellowCards,RedCards,MarketValue
P00165,Kofi Hernández,25.0,Unknown,Arsenal,CB,18.0,0.0,2.0,0.0,0.0,11524000.0
P01524,Jackson Costa Wilson,16.0,Ivory Coast,Paris Saint-Germain (loan),GK,0.0,0.0,5.0,3.0,0.0,52000000.0
P00452,yusuf o. silva,23.0,Argentiina,Feyenoord,RB,24.0,0.0,0.0,0.0,0.0,20928000.0
P02539,Kofi Mensah,24.0,Portugal,Al Ahly,CB,16.0,0.0,0.0,0.0,0.0,32500000.0
P04138,Ibbrahim Fernandez,19.0,Unknown,Roma (loan),CAM,1.0,0.0,0.0,1.0,0.0,26366712.0
P04776,Ethan Wilson,27.0,Ghana,AC Milan,CB,17.0,0.0,0.0,3.0,1.0,32500000.0
P01312,Marco Okeke,33.0,Ivory Coast,Liverpool,RB,25.0,0.0,3.0,4.0,0.0,19900000.0
P03150,Sebastian Taylor Khan,29.0,Gh,Barcelona,ST,20.0,10.0,1.0,0.0,0.0,32500000.0
P01112,Jackson Miller,25.0,Unknown,Zamalek,S T,0.0,7.0,0.0,3.0,0.0,32500000.0
P04548,Hassan Schmidt,17.0,Usa,Juventus,Goalkeeper,24.0,0.0,1.0,2.0,0.0,32500000.0
P04086,Michael Abdullah,27.0,Bra,Atletico Madrid,DEF,0.0,0.0,0.0,3.0,0.0,47500000.0
P03490,Om ar Rossi,16.0,Côte 'Ivoire,NapolI,Defender,30.0,1.0,1.0,5.0,0.0,32500000.0
P01288,Ivan Hernández,21.0,Esp,Tottenham,MF,28.0,30.0,2.0,3.0,0.0,39703652.0
P04178,lucas schmidt,24.0,Côte D'Ivoire,Benfica,RB,20.0,0.0,2.0,4.0,0.0,24010000.0
P04646,Benjamin nAderson,24.0,Ghana,Tottenham,DEF,31.0,10.0,3.0,2.0,1.0,17600000.0
P03681,samuel rossi,26.0,Sweden,ManchesteR City,Forward,0.0,2.0,0.0,0.0,0.0,48684000.0
P04512,Mohamed I. Hernández,24.0,Unknown,Real Madrdi,Forward,70.0,3.0,0.0,2.0,0.0,27860000.0
P04169,Marco Schmidt,25.0,Wal,Paris Saint-Germain,RM,8.0,0.0,0.0,0.0,0.0,49400000.0
P03301,jacksno williams,26.0,Gh,RB Leipzig,CAM,8.0,0.0,1.0,0.0,0.0,32500000.0
P03311,Hassan Lopez,25.0,Ngr,Real Madrid,RB,0.0,0.0,0.0,1.0,0.0,32500000.0
P04557,Kofi Johsnon,18.0,Nigeria,Bayern Munich,CB,23.0,1.0,1.0,5.0,0.0,46590973.0
P03126,Ethan Khan Novak,27.0,Wal,Barcelona,GK,70.0,0.0,4.0,6.0,0.0,29270000.0
P00328,daniel singh,27.0,Côte D'Ivoire,Manchester United,Goalkeeper,4.0,0.0,0.0,1.0,0.0,32500000.0
P01791,Adebayo O'Neill,29.0,Pol,Lazio,CB,22.0,0.0,1.0,0.0,0.0,32500000.0
P02491,Elijah Kowalski,25.0,Ngr,Feyenoord,CAM,25.0,0.0,0.0,2.0,0.0,32442000.0
P02007,DANIEL BROWN KOWALSKI,25.0,Unknown,Al Ahly,RM,15.0,0.0,0.0,0.0,0.0,44000000.0
P02008,Mateo Rodriguez,22.0,Gh,Sevilla,FWD,14.0,6.0,0.0,3.0,0.0,25994784.0
P01859,Kofi Silva,22.0,Swe,Real Madrid,CAM,0.0,0.0,12.0,0.0,0.0,50740000.0
P04686,Yusuf G. Singh,23.0,United States,Tottenham,Goalkeeper,70.0,0.0,0.0,1.0,0.0,32500000.0
P00313,Logan Davis,25.0,United States,Sporting,ST,20.0,6.0,0.0,0.0,0.0,32500000.0
P00833,Elijah Moore,18.0,Ivory Coast,Liverpool,Forward,26.0,11.0,1.0,7.0,0.0,32500000.0
P03080,liam miller,30.0,Ivory Coasst,Sporting,LB,0.0,0.0,3.0,7.0,0.0,31969062.0
P04718,ahmed smith,27.0,Gh,Porto,GK,8.0,0.0,2.0,0.0,0.0,32500000.0
P03463,Samuel Jones,17.0,Gh,Ajax,Forward,13.0,6.0,1.0,2.0,0.0,19936000.0
P01202,Marco Wilson,19.0,Fra,Celtic,LM,15.0,0.0,0.0,0.0,0.0,32500000.0
P04392,William Davis,19.0,Unknown,Chelsea,C B,26.0,0.0,3.0,0.0,0.0,56968000.0
P03548,logan f. russo,27.0,Awl,Manchester United,CAM,38.0,0.0,0.0,0.0,0.0,32500000.0
P04923,Noah Costa,26.0,Fra,Ajax,Forward,24.0,7.0,10.0,2.0,0.0,31020000.0
P02135,Marco-Novak,25.0,Portual,Manchester United,DEF,32.0,1.0,3.0,2.0,0.0,8368000.0
P03452,Mateo Taylor,25.0,Poland,Liverpool,RB,15.0,0.0,0.0,0.0,0.0,39337561.0
P02210,Yusuf L. oRssi,25.0,Unknown,Real Madrid,LM,34.0,0.0,5.0,5.0,0.0,23893572.0
P01902,Chukwu L. Wilson,21.0,Argentina,Sevilla,Defender,18.0,0.0,0.0,2.0,0.0,34333000.0
P01482,Luis-Popov,25.0,Us.A,Arsenal,efender,21.0,0.0,30.0,3.0,0.0,31000000.0
P00778,Ivan Costa,31.0,France,Manchester City,Midfielder,31.0,2.0,3.0,6.0,0.0,33000000.0
P00800,Mateo Williams,19.0,Côte D'Ivoire,Napoli,CDM,12.0,0.0,0.0,20.0,0.0,32500000.0
P03715,Levi Martin,24.0,Dnemark,Atletico Madrid,LM,0.0,0.0,2.0,8.0,0.0,47481000.0
P03943,Adebayo Lopez,21.0,Spain,Manchester City,Defender,26.0,0.0,0.0,2.0,0.0,14000000.0
P00055,Logan E. Jones,23.0,Spain,Tottenham,RM,34.0,0.0,1.0,1.0,0.0,57119000.0
P02973,Jackson Y. Singh,28.0,Unknown,Napoli,GK,11.0,0.0,0.0,0.0,0.0,16800000.0
P03336,Fabio Popov,25.0,Pol,Portoo,CB,30.0,0.0,3.0,7.0,0.0,28725000.0
P01921,William Lopez,27.0,Argentina,Atletico Madrid,RM,37.0,0.0,2.0,6.0,0.0,30400000.0
P03716,Adebayo Taylor,24.0,Deu,Chelsea,Goalkeeper,9.0,0.0,1.0,3.0,0.0,39916350.0
P04647,Mohamed Wilson,22.0,Sweden,Napoli,FWD,12.0,4.0,1.0,1.0,0.0,32500000.0
P00947,Luis Silva,16.0,Eng,RB Leipzig,RM,9.0,0.0,1.0,0.0,0.0,37338000.0
P01702,Sebastian Santos,22.0,🇩🇪,Chelsea,RB,30.0,0.0,0.0,7.0,0.0,32500000.0
P03294,Benjamin-Gonzalez,25.0,Sco,Lazio,LM,8.0,0.0,0.0,0.0,0.0,33278495.0
P02162,jacob jones,22.0,Por,Npaoli,Forward,2.0,0.0,1.0,1.0,0.0,32500000.0
P01137,Fabio Lopez,16.0,Unknown,Napoli,Forward,70.0,6.0,0.0,1.0,0.0,27114000.0
P00988,Mateo Schmidt,20.0,Brazil,Ajax,Defender,0.0,0.0,0.0,0.0,0.0,32500000.0
P02550,William Rossi,30.0,Wales,Roma,FWD,0.0,0.0,10.0,0.0,0.0,12181796.0
P00194,Carlos Lopez,24.0,England,Barcelona (loan),CDM,11.0,0.0,0.0,0.0,0.0,16478000.000000002
P03058,Oliver S. Müller,26.0,Eng,Tottenham,FWD,36.0,12.0,4.0,1.0,0.0,32500000.0
P03247,Andres Lopez,26.0,Pol,Sevilla (loan),Rm,7.0,0.0,0.0,10.0,0.0,32500000.0
P01395,Kofi Davis,34.0,Côte D'Ivoire,Feyenoord,FWD,0.0,10.0,0.0,0.0,0.0,32500000.0
P02638,Fabio Jones Russo,21.0,Unknown,Sevilla,MF,15.0,2.0,0.0,2.0,0.0,33797486.0
P00769,William K. Müller,23.0,Eng,PSV Eindhoven,DEF,33.0,1.0,0.0,5.0,0.0,16964000.0
P04703,Hassan Brown,24.0,Brazil,Zamalek,GK,10.0,0.0,0.0,0.0,1.0,30700000.0
P03091,Nicolas-O'Neill,29.0,Ghana,Sevilla (loan),ST,19.0,6.0,0.0,3.0,0.0,49819380.0
P03496,Mateo Martinez,22.0,Wal,Inter Milan,CAM,18.0,0.0,0.0,1.0,0.0,32500000.0
P03216,Kofi Rodriguez,18.0,Ngr,Sporting,MF,3.0,1.0,1.0,0.0,0.0,32500000.0
P00286,Alexander Fernandez,27.0,Ngr,Ajax,RM,0.0,0.0,0.0,20.0,0.0,32500000.0
P04939,Adebayo Taylor,19.0,Por,Atletico Madrid,RB,70.0,0.0,1.0,3.0,0.0,33800000.0
P00429,IIvan Jones,21.0,Unknown,Juventus,FWD,0.0,0.0,10.0,2.0,0.0,32500000.0
P04449,Luis Okeke,34.0,Unknown,Sevilla,ST,28.0,9.0,1.0,3.0,0.0,32500000.0
P02333,Elijah Schmidt,18.0,Netherlands,Chelsea,CAM,0.0,0.0,1.0,2.0,0.0,29000000.0
P02718,Adebayo Abdullah,25.0,United States,Juventus,MF,13.0,2.0,10.0,2.0,1.0,26751985.0
P02080,Oiver T. Davis,26.0,Arg,Celtic,MF,48.0,7.0,30.0,11.0,0.0,60351000.0
P03390,Elijah Hernández,18.0,Eng,Roma,Defender,24.0,0.0,4.0,6.0,1.0,38769000.0
P00723,Samuel Santos,22.0,Unknown,Inter Milan,rM,13.0,0.0,1.0,1.0,0.0,48365417.0
P00952,Liam Mensah,28.0,Wal,Ajax,Goalkeeper,0.0,0.0,0.0,5.0,0.0,24850651.0
P04384,Mason Abdullah,17.0,United States,Arsenal,Midfielder,0.0,0.0,0.0,2.0,0.0,17354351.0
P04367,Noah Popov,29.0,Portugal,Feyenoord,Defender,70.0,0.0,0.0,0.0,0.0,32500000.0
P02263,DANIEL DAVIS,23.0,Ghana,Zamalek,GK,9.0,0.0,0.0,1.0,0.0,32500000.0
P00990,Kofi S. Moore,24.0,Unknown,AC  Milan,CB,23.0,1.0,0.0,4.0,0.0,35100000.0
P03213,samuel q. martinez,25.0,Sswe,Roma,Goalkeeper,4.0,0.0,0.0,0.0,0.0,32500000.0
P01760,Benjamin Singh,28.0,Arg,Celtic,FWD,51.0,15.0,3.0,2.0,1.0,49649000.0
P04580,Carlos Anderson,25.0,Spain,Arsenal,CDM,0.0,0.0,2.0,2.0,0.0,45100000.0
P00327,Daniel N. Khan,32.0,Deu,Ajax,Forward,10.0,3.0,2.0,4.0,0.0,32500000.0
P02609,Adebayo Jones,19.0,Unknown,Manchester United,RM,32.0,0.0,1.0,2.0,0.0,39694000.0
P01384,Sergio Martinez,18.0,Ghana,PSV Eindhoven,RB,23.0,0.0,1.0,4.0,0.0,38200000.0
P01725,Omar Thomas,25.0,Spain,Lazio,LB,6.0,0.0,10.0,1.0,0.0,24565922.0
P01087,marco Silva,24.0,Neterlands,Lazio,CDM,17.0,0.0,0.0,0.0,0.0,32500000.0
P02524,andres lopez,17.0,Eng,Sporting,MF,34.0,1.0,0.0,2.0,0.0,40200000.0
P00342,Kofi Mensah,28.0,Nigeria,Juventus,Midfielder,45.0,50.0,0.0,14.0,0.0,32500000.0
P03702,Mateo Rodriguez Mensah,25.0,Dnk,Arsenal,CDM,7.0,0.0,0.0,1.0,0.0,32500000.0
P00148,Yusuf Martin,25.0,Unknown,Barcelona (loan),ST,33.0,9.0,3.0,2.0,0.0,11536000.0
P00689,Lucas Thomas,25.0,Poland,Roma,sT,1.0,1.0,0.0,2.0,1.0,38596694.0
P03433,Diego Costa,29.0,Wal,Celtic,DEF,5.0,1.0,0.0,1.0,0.0,32500000.0
P01108,luis Jackson,25.0,Spain,Rom a,LM,5.0,0.0,0.0,0.0,0.0,48799000.0
P00849,William J. Brown,24.0,Nigeria,Paris Saint-Germain,RM,0.0,0.0,1.0,1.0,0.0,51863331.0
P00967,Oliver Santos,25.0,Brazil,Borussia Dortmund,FWD,13.0,5.0,2.0,3.0,0.0,32500000.0
P04728,Luis Johnson,23.0,France,Inter Milan,LB,0.0,0.0,1.0,8.0,1.0,32500000.0
P01493,Jackson Abdullah,25.0,Dnk,RB Leipzig,CAM,13.0,0.0,0.0,2.0,0.0,32500000.0
P03954,Hassan Santos,25.0,Unknown,Al Ahly,DEF,23.0,0.0,0.0,2.0,0.0,32500000.0
P02204,Nicolas Hernández,25.0,Ivory Coast,Paris Saint-Germain,FWD,18.0,8.0,0.0,1.0,0.0,32500000.0
P02714,Diego Go nzalez,19.0,Swe,Sevilla,RBB,25.0,0.0,0.0,4.0,0.0,25000000.0
P00662,elijah abdullah,25.0,Brazil,Paris Saint-Germain,DEF,28.0,0.0,0.0,4.0,0.0,51200000.0
P01003,Adebayo Silva,24.0,Denmark,Roma,Forward,7.0,4.0,0.0,2.0,0.0,61652543.0
P00063,Mason Popov,19.0,Unknown,Tottenham (loan),MF,20.0,0.0,0.0,1.0,0.0,12801825.0
P00285,Liam Taylor,25.0,Ned,Sevilla,Goalkeeper,25.0,0.0,2.0,0.0,0.0,32500000.0
P02225,Mason Hernaandez,25.0,Usa,RB Leipzig,LM,0.0,0.0,0.0,2.0,0.0,32500000.0
P04707,Ibrahim Gonzalez,19.0,Ivoyr Coast,Roma,LB,14.0,0.0,0.0,3.0,0.0,43300000.0
P01880,Ahmed Novak,22.0,Spain,Lazio,Goalkeeper,31.0,0.0,1.0,5.0,0.0,48000000.0
P03573,Ethan Wilson,25.0,Fr Ance,ARsenal,ST,25.0,12.0,2.0,2.0,0.0,82300000.0
P04858,Mason Lopez,19.0,Spain,Sevilla,LB,0.0,0.0,1.0,2.0,0.0,14210000.0
P01204,Jamess Ali,25.0,Bar,Manchester United,fWD,18.0,4.0,3.0,5.0,0.0,42755739.0
P01991,William Rodriguez,30.0,Argentina,Lazio,LB,17.0,0.0,2.0,0.0,0.0,49899000.0
P00025,Mohamed Nguyen,21.0,Gh,Porto,FWD,39.0,0.0,3.0,3.0,0.0,32500000.0
P04853,Mateo Brown,26.0,Engg,Real Madrid,GK,31.0,1.0,2.0,4.0,0.0,32500000.0
P04103,Kofi Smith,25.0,Pol,Celtic,Midfielder,70.0,2.0,30.0,6.0,0.0,12096000.0
P04168,Henry O'Neill,27.0,Usa,Chelea,GK,21.0,0.0,0.0,1.0,0.0,38391000.0
P00763,Michael Williams,24.0,Eng,Al Ahly,GK,13.0,0.0,0.0,2.0,0.0,32500000.0
P00876,Mateo-Jones,25.0,Unknown,Manchester United,Midfielder,2.0,0.0,1.0,2.0,0.0,32500000.0
P04743,Mason Miller,25.0,Sw E,Rangers,MF,24.0,0.0,1.0,1.0,0.0,32500000.0
P00939,Samuel A. Fernandez,27.0,United States,Atletico Madrid,ST,0.0,8.0,3.0,0.0,0.0,39120243.0
P02688,Henry Santos,23.0,Germany,Paris Saint-Germain,Galkeeper,17.0,0.0,0.0,2.0,1.0,23100000.0
P03601,Andres Taylor,25.0,Eng,Sporting,Forward,39.0,15.0,0.0,4.0,0.0,63185000.0
P02395,Henry Singh Popov,24.0,Sweden,Bayern Munich,CB,26.0,0.0,30.0,3.0,0.0,66951756.0
P04568,Ibrahim Costa,22.0,Nigeria,Juventus,LM,32.0,0.0,1.0,4.0,0.0,52130000.0
P04981,Elijah Q. Rossi,20.0,Wal,L azio,Goalkeepr,29.0,0.0,4.0,3.0,0.0,32500000.0
P04125,Adebayo Nguyen,34.0,Deu,Paris Saint-Germain,mF,8.0,1.0,10.0,0.0,0.0,22800000.0
P04565,Hassan L. Smith,22.0,Spain,Lazio,CB,12.0,1.0,0.0,3.0,0.0,32500000.0
P00386,Maon Rossi,24.0,Unknown,Manchester United,MF,24.0,0.0,3.0,7.0,0.0,58383605.0
P03878,Nicolas KOwalski,25.0,Swe,Arsenal,MF,7.0,0.0,1.0,0.0,0.0,27324107.0
P04371,Sebastian Silva,28.0,Fra,RB Leipzig,RB,13.0,0.0,1.0,1.0,0.0,31650000.0
P04570,ETHAN MENSAH,22.0,Ngr,Benfica (loan),ST,20.0,7.0,2.0,3.0,0.0,41500000.0
P00537,Mateo Lopez,21.0,United States,Benfica,LM,0.0,0.0,0.0,2.0,0.0,22465000.0
P02292,Sebastian Garcia,19.0,Gh,Manchester United,CB,20.0,1.0,3.0,0.0,0.0,21900000.0
P04666,Kofi Silva,25.0,Argentina,Zamalek,Midfielder,0.0,4.0,0.0,2.0,0.0,11794000.0
P03875,Luis Rodriguez,25.0,Denmark,Barcelona,Midfielder,30.0,0.0,2.0,3.0,0.0,45331352.0
P00937,Hassan Taylor,23.0,Germany,Arsenal,CDM,0.0,0.0,0.0,30.0,0.0,25357322.0
P03738,Alexander Lopez,25.0,Arg,Real Madrid,DEF,0.0,0.0,0.0,0.0,0.0,32500000.0
P04729,Adebayo Ali,24.0,United States,Arsenal,RB,25.0,0.0,20.0,3.0,0.0,21600000.0
P02361,ANDRES-ANDERSON,24.0,Argentina,Barcelona,Defender,6.0,0.0,0.0,2.0,0.0,32500000.0
P03508,Mason Fernandez Khan,26.0,Poland,Arsenal (loan),LB,31.0,0.0,2.0,2.0,0.0,36600000.0
P00202,LUCAS MENSAH,25.0,Portugal,Benficaa,CB,27.0,1.0,1.0,1.0,0.0,32500000.0
P03209,MASON  ROSSI,25.0,Usa,Real Madrid,RB,12.0,0.0,0.0,0.0,0.0,20811248.0
P01333,ahmed singh,25.0,United States,Manchester United,ST,19.0,5.0,1.0,0.0,0.0,45035429.0
P03017,Hassan Thomas,25.0,Bra,Celtic (loan),CD,42.0,0.0,3.0,3.0,0.0,32500000.0
P03503,Diego Davis,28.0,Argentina,Bayern Munich,ST,20.0,4.0,0.0,0.0,0.0,27591056.0
P02709,Ivan Garcia,25.0,Deu,Inter Milan,CB,34.0,20.0,1.0,2.0,0.0,20700000.0
P04022,Srgio-Mensah,27.0,Ngr,PSV Eindhoven (lon),LB,21.0,0.0,0.0,0.0,0.0,14900000.0
P01855,Ezequiel Garcia,25.0,Nigeria,Feyenoord,LB,21.0,0.0,1.0,3.0,0.0,47100000.0
P04470,Sebastian Rodriguez,32.0,Brazil,Liverpool (loan),Forward,3.0,3.0,1.0,1.0,0.0,21713000.0
P02873,adebayO russo,29.0,Unknown,Real Madrid,FW D,5.0,2.0,1.0,0.0,0.0,14710000.0
P03031,Liam  Schmidt,22.0,Wal,PSV Eindhoven (loan),Forward,11.0,5.0,0.0,4.0,0.0,32500000.0
P01206,Noah-Smith,26.0,Wales,Sevilla,LB,16.0,0.0,0.0,1.0,0.0,21554000.0
P01646,Jackson Gonzaalez,28.0,Swe,Sevilla,CAM,28.0,0.0,2.0,7.0,0.0,34804531.0
P03418,ivan taylor,28.0,Ned,ROma,GK,35.0,0.0,0.0,2.0,0.0,42590255.0
P03477,Ibrahim Rossi,24.0,Engg,Barcelona,MF,18.0,2.0,1.0,3.0,0.0,32500000.0
P02862,Levi Costa,25.0,Scotland,Liverpool,Midfielder,0.0,0.0,0.0,0.0,0.0,32500000.0
P01793,Chukwu I. Anderson,23.0,Ned,Borussia Dortmund,CB,16.0,0.0,50.0,2.0,0.0,39433000.0
P03798,Sebastian Costa,23.0,Nigeria,Manchester City,GK,16.0,0.0,1.0,0.0,0.0,32500000.0
P03369,Logan Brown,22.0,Argentina,Manchester United,LB,39.0,0.0,3.0,6.0,0.0,30271000.0
P03368,FABIO GONZALEZ,18.0,Dnk,Manchester Cit y,RM,14.0,0.0,0.0,3.0,0.0,37800000.0
P03534,MARCO HERNÁNDEZ,26.0,France,Atletico Madrdi,LM,29.0,0.0,1.0,3.0,0.0,32500000.0
P03450,Chukwu Kowalski,29.0,Frace,Real Madrid (loan),Defender,5.0,0.0,1.0,2.0,0.0,25500000.0
P00604,Andres X. Khan,25.0,Wales,Real Madrid,DEF,44.0,0.0,6.0,8.0,0.0,46170000.0
P03057,Mason Jones,28.0,Sweden,Benfica,ST,11.0,2.0,0.0,1.0,0.0,32500000.0
P04532,Jackson Abdullah,25.0,Unknown,Celtic,CAM,26.0,0.0,0.0,3.0,0.0,43031172.0
P00127,Sebastian-Mensah,25.0,Bra,Lazio,LM,47.0,0.0,0.0,0.0,0.0,43300000.0
P03877,Kofi B. Santos,24.0,Usa,Chelsea,CB,12.0,0.0,1.0,1.0,0.0,35823000.0
P02936,Liam Fernandez,25.0,Netherlands,Paris Saint-Germain,CB,25.0,2.0,2.0,2.0,0.0,25198703.0
P03532,Hassan THomas,27.0,Gh,Roma,DEF,11.0,0.0,1.0,0.0,0.0,37360000.0
P02731,Ivan Williams,20.0,Pol,Tottenham,LM,0.0,0.0,0.0,3.0,0.0,32500000.0
P00828,IvanE. Abdullah,28.0,Germany,Tottenham,RM,30.0,0.0,4.0,7.0,0.0,14300000.0
P01640,Andres Jones,25.0,Netherlands,Bayern Munich,CB,16.0,0.0,2.0,0.0,0.0,59946882.0
P00985,Sergio Santos,25.0,Rag,Liverpool,Defender,9.0,0.0,1.0,1.0,0.0,32500000.0
P03282,Samuel Hernández,25.0,Ngr,Sporting,LB,34.0,0.0,4.0,5.0,0.0,34720000.0
P04972,Ezequiel Miller,32.0,Swe,AC Milan (loan),RM,70.0,0.0,2.0,0.0,0.0,29790440.0
P02189,Macro Costa,26.0,Deu,AC Milan,CAM,24.0,0.0,0.0,5.0,0.0,32500000.0
P04613,James Singh,25.0,Ned,Juventus,Forward,11.0,4.0,1.0,2.0,0.0,11800000.0
P02444,Nicolas Ali,25.0,United States,Porto,LM,33.0,0.0,5.0,0.0,0.0,74390457.0
P00363,James Martinez,20.0,Ivory Coast,Paris Saint-Germain,Forward,21.0,8.0,1.0,4.0,0.0,35352748.0
P02350,Omar -Silva,18.0,Unknown,Atletico Madrid,CDM,6.0,0.0,0.0,2.0,0.0,38045705.0
P00346,Samuel Popov,19.0,Por,Manchester City,Defender,15.0,2.0,3.0,3.0,0.0,32500000.0
P00815,Ivan Mensah,19.0,United States,Inter Milan,CDM,10.0,0.0,0.0,0.0,0.0,19415000.0
P03206,Noah Singh,26.0,Deu,Inter Milan,DEF,11.0,0.0,0.0,1.0,0.0,32500000.0
P04161,Yusuf Okeke,23.0,Poland,Al Ahly,MF,37.0,5.0,7.0,1.0,0.0,32500000.0
P04796,Ivan Garcia,24.0,Argentina,Chelsea,CB,17.0,0.0,5.0,0.0,0.0,65566000.0
P03326,Carlos Wilson,24.0,United States,Lazio,Forward,1.0,2.0,1.0,1.0,0.0,32500000.0
P04107,Ivan Popov,26.0,Ghana,Rangers,MF,33.0,0.0,2.0,2.0,0.0,32500000.0
P02117,James Nguyen,23.0,Nigeria,Atletico Madrid,Rm,5.0,0.0,0.0,0.0,0.0,32500000.0
P01835,Alexander G. Johnson,24.0,Gh,Inter Milan,Goalkeeper,26.0,0.0,2.0,3.0,0.0,51307197.0
P00794,Yusuf oLpez,24.0,Ned,Sporting,ST,70.0,8.0,2.0,4.0,0.0,93330000.0
P04947,Daniel Smith O'Neill,22.0,Poland,Rangers,CDM,0.0,0.0,0.0,0.0,0.0,48919610.0
P02675,Alexander Kowalski,27.0,Ghana,L azio (loan),FWD,1.0,2.0,0.0,1.0,0.0,31500000.0
P00095,Ezequiel Schmidt,25.0,Argentina,Lazio,Goalkeeper,34.0,0.0,0.0,2.0,0.0,46200000.0
P03757,William Miller,27.0,Unknown,Sevilla,RB,26.0,0.0,1.0,30.0,0.0,16699000.0
P02892,Jacob Hernández,21.0,Portugal,RB Leipzig,DEF,22.0,0.0,0.0,3.0,0.0,26547001.0
P02372,Jacob-Martin,32.0,Por,AC Milan,ST,25.0,8.0,2.0,0.0,0.0,22094000.0
P04150,ivan davis,25.0,Deu,Arsenal,ST,70.0,7.0,20.0,2.0,0.0,24438343.0
P04433,Yusuf Okeke,25.0,Spain,Benfica,Defender,20.0,0.0,0.0,1.0,0.0,11131000.0
P03229,Jackson Hernández,17.0,Portugal,Rangers,Forward,6.0,2.0,0.0,1.0,0.0,32500000.0
P02854,William K. Mensah,25.0,Nigeria,Ajax,GK,41.0,0.0,3.0,0.0,0.0,32500000.0
P02913,James F. Smith,31.0,Nigeria,Arsenal,FWD,28.0,11.0,2.0,3.0,0.0,44143000.0
P01866,Ivan Müller,26.0,Ned,Manchester United,Defender,24.0,1.0,50.0,2.0,0.0,49908000.0
P01858,Liam Novak,30.0,Wal,Celtic,RB,16.0,0.0,0.0,1.0,0.0,38689000.0
P02646,William Abdullah,29.0,Unknown,Bayern Munich,CDM,34.0,0.0,1.0,5.0,0.0,32500000.0
P02244,Noah Abdullah,23.0,Pol,Rangers,ST,3.0,2.0,0.0,1.0,0.0,52326610.0
P02337,Diego Johnson,25.0,Germany,Rangerss,RB,10.0,0.0,0.0,1.0,0.0,29840000.0
P00951,Hassan Taylor,28.0,Bra,Benfica,CDM,12.0,0.0,1.0,2.0,0.0,49008930.0
P03069,Michael Ali,25.0,Côte D'Ivoire,PSV Eindhoven,LM,19.0,0.0,0.0,2.0,0.0,30900000.0
P01121,Henry Mül ler,24.0,Ngr,Paris Saint-Germain,MF,70.0,3.0,1.0,1.0,0.0,26141000.0
P02598,Fabio Fernandez,25.0,Unknown,Sporting (loan),ST,23.0,11.0,1.0,5.0,0.0,22220000.0
P02205,Ahmed Rossi,25.0,Eng,Feyenoord,Defender,0.0,0.0,4.0,7.0,0.0,36817000.0
P00420,carlos brown,23.0,Dnk,Manchester City,LM,21.0,0.0,3.0,0.0,0.0,32500000.0
P00923,WiLliam Taylor,28.0,Unknown,Arsenal,CAM,0.0,0.0,2.0,4.0,0.0,48770015.0
P01255,Marco Moore,25.0,C Ôte D'Ivoire,Manchester City,CdM,0.0,0.0,3.0,2.0,0.0,32500000.0
P00478,Jacob Martin,25.0,Eng,Sporting,Forward,46.0,17.0,3.0,7.0,0.0,64099999.99999999
P02036,Levi Martinez,25.0,Nigeria,Raners,MF,13.0,1.0,0.0,1.0,0.0,32500000.0
P01203,Levi Gonzalez,24.0,Swe,Sevilla,DEF,14.0,0.0,0.0,0.0,0.0,34735509.0
P02627,Marco Smith,25.0,Denmark,Borssia Dortmund,Goalkeeper,35.0,0.0,0.0,2.0,0.0,32500000.0
P04819,noah schmidt,25.0,Ngr,Tottenham,CAM,22.0,0.0,0.0,1.0,0.0,43700000.0
P01971,Liam Okeke,28.0,Wal,Al Ahly (loan),RM,5.0,0.0,0.0,2.0,0.0,15031820.0
P03111,Ibrahim Rodriguez,24.0,Spain,Borussia  Dortmund,RM,15.0,0.0,2.0,1.0,0.0,54750000.0
P04019,Elijah Moore Hernandez,25.0,Portugal,RB Leipzig,DEF,0.0,1.0,0.0,3.0,0.0,6528991.0
P02152,Elijah Gonzalez,25.0,Fra,Roma,CDM,13.0,0.0,1.0,2.0,0.0,21800000.0
P03688,Jacob Abdullah,26.0,Arg,Manchester United,FWD,0.0,2.0,0.0,0.0,1.0,23800000.0
P01998,Elijah Singh,22.0,England,Atletico Madrid (loan),Midfielder,29.0,0.0,2.0,6.0,0.0,58400000.0
P04034,Chukwu Popov,25.0,Ivory Coast,Arse nal,GK,0.0,0.0,1.0,4.0,0.0,44890000.0
P03055,Henry Fernandez,23.0,Unknown,Atletico Madrid,Midfielder,70.0,1.0,0.0,0.0,0.0,32500000.0
P01249,hassan wilson,26.0,Ghana,Manchester City,LM,22.0,0.0,0.0,0.0,0.0,48739740.0
P02193,Ibrahim-Lopez,23.0,Wal,Manchester  Cityy,CB,16.0,0.0,20.0,0.0,0.0,32500000.0
P02713,Mohamed Abdullah,21.0,United States,Ttotenham,CDM,5.0,0.0,0.0,1.0,0.0,21045535.0
P00993,Benjamin Hernández,25.0,Wal,Barcelona (loan),Defender,8.0,0.0,0.0,2.0,0.0,51680000.0
P02191,KOFIG-ARCIA,25.0,Denmark,Itner Milan,Defender,22.0,0.0,0.0,3.0,0.0,7358033.0
P03763,Jackson Gonzalez,26.0,Denmark,Rangers,FWD,17.0,3.0,0.0,0.0,0.0,32500000.0
P03598,oliver khan,26.0,England,Porto,Goalkeeper,5.0,0.0,10.0,1.0,1.0,44050000.0
